Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR29398651,miRNA-Seq,15,91789247,PRJNA1123680,SAMN41818464,86144140,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912533,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327146,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327146,Serum exosome,SRP513748,Serum exosome
SRR29398652,miRNA-Seq,13,87914281,PRJNA1123680,SAMN41818465,85848151,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912532,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327145,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327145,Serum exosome,SRP513748,Serum exosome
SRR29398653,miRNA-Seq,15,140957051,PRJNA1123680,SAMN41818466,132763332,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912531,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327144,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327144,Serum exosome,SRP513748,Serum exosome
SRR29398654,miRNA-Seq,14,103515009,PRJNA1123680,SAMN41818467,100098710,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912530,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327143,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327143,Serum exosome,SRP513748,Serum exosome
SRR29398655,miRNA-Seq,18,168028655,PRJNA1123680,SAMN41818468,148940275,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912529,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327142,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327142,Serum exosome,SRP513748,Serum exosome
SRR29398656,miRNA-Seq,23,128177667,PRJNA1123680,SAMN41818469,111496055,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912528,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327141,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327141,Serum exosome,SRP513748,Serum exosome
SRR29398657,miRNA-Seq,19,88040433,PRJNA1123680,SAMN41818470,79680220,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912527,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327140,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327140,Serum exosome,SRP513748,Serum exosome
SRR29398658,miRNA-Seq,13,183980736,PRJNA1123680,SAMN41818471,173440337,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",PD (Rasagiline Treatment),SRX24912526,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327139,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327139,Serum exosome,SRP513748,Serum exosome
SRR29398659,miRNA-Seq,13,116963380,PRJNA1123680,SAMN41818472,111643726,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912525,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327138,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327138,Serum exosome,SRP513748,Serum exosome
SRR29398660,miRNA-Seq,13,102209835,PRJNA1123680,SAMN41818473,99418765,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912524,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327137,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327137,Serum exosome,SRP513748,Serum exosome
SRR29398661,miRNA-Seq,12,26236704,PRJNA1123680,SAMN41818439,25617578,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD (Rasagiline Treatment),SRX24912523,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327171,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-08-07T02:14:00Z,1,GSM8327171,Serum exosome,SRP513748,Serum exosome
SRR29398662,miRNA-Seq,12,42080086,PRJNA1123680,SAMN41818440,40658971,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD (Rasagiline Treatment),SRX24912522,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327170,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327170,Serum exosome,SRP513748,Serum exosome
SRR29398663,miRNA-Seq,12,19152631,PRJNA1123680,SAMN41818441,19022596,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",PD (Rasagiline Treatment),SRX24912521,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327169,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327169,Serum exosome,SRP513748,Serum exosome
SRR29398664,miRNA-Seq,15,106549814,PRJNA1123680,SAMN41818490,99217925,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912520,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327120,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327120,Serum exosome,SRP513748,Serum exosome
SRR29398665,miRNA-Seq,15,148543103,PRJNA1123680,SAMN41818491,135818648,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912519,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327119,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327119,Serum exosome,SRP513748,Serum exosome
SRR29398666,miRNA-Seq,17,2259807,PRJNA1123680,SAMN41818492,2031889,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912518,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327118,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327118,Serum exosome,SRP513748,Serum exosome
SRR29398667,miRNA-Seq,14,135508268,PRJNA1123680,SAMN41818493,126989149,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912517,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327117,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327117,Serum exosome,SRP513748,Serum exosome
SRR29398668,miRNA-Seq,18,337555615,PRJNA1123680,SAMN41818494,288104853,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912516,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327116,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327116,Serum exosome,SRP513748,Serum exosome
SRR29398669,miRNA-Seq,16,184465332,PRJNA1123680,SAMN41818495,162115101,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912515,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327115,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:31:00Z,1,GSM8327115,Serum exosome,SRP513748,Serum exosome
SRR29398670,miRNA-Seq,20,938168981,PRJNA1123680,SAMN41818496,788541732,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912514,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327114,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:33:00Z,1,GSM8327114,Serum exosome,SRP513748,Serum exosome
SRR29398671,miRNA-Seq,16,229113524,PRJNA1123680,SAMN41818497,207735566,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",PD (Baseline),SRX24912513,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327113,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327113,Serum exosome,SRP513748,Serum exosome
SRR29398672,miRNA-Seq,16,260863245,PRJNA1123680,SAMN41818498,237548326,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912512,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327112,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:31:00Z,1,GSM8327112,Serum exosome,SRP513748,Serum exosome
SRR29398673,miRNA-Seq,20,324200762,PRJNA1123680,SAMN41818499,285422377,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912511,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327111,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:31:00Z,1,GSM8327111,Serum exosome,SRP513748,Serum exosome
SRR29398674,miRNA-Seq,17,225809044,PRJNA1123680,SAMN41818500,201938897,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912510,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327110,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327110,Serum exosome,SRP513748,Serum exosome
SRR29398675,miRNA-Seq,16,164155760,PRJNA1123680,SAMN41818501,148093962,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Baseline),SRX24912509,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327109,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:31:00Z,1,GSM8327109,Serum exosome,SRP513748,Serum exosome
SRR29398676,miRNA-Seq,16,156945488,PRJNA1123680,SAMN41818502,144776739,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912508,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327108,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-08-07T02:14:00Z,1,GSM8327108,Serum exosome,SRP513748,Serum exosome
SRR29398677,miRNA-Seq,15,18888553,PRJNA1123680,SAMN41818503,18062671,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912507,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327107,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327107,Serum exosome,SRP513748,Serum exosome
SRR29398678,miRNA-Seq,15,35315294,PRJNA1123680,SAMN41818504,32907312,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912506,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327106,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327106,Serum exosome,SRP513748,Serum exosome
SRR29398679,miRNA-Seq,18,112141090,PRJNA1123680,SAMN41818505,101540661,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912505,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327105,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327105,Serum exosome,SRP513748,Serum exosome
SRR29398680,miRNA-Seq,14,7819322,PRJNA1123680,SAMN41818442,7771036,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912504,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327168,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327168,Serum exosome,SRP513748,Serum exosome
SRR29398681,miRNA-Seq,12,241033290,PRJNA1123680,SAMN41818443,226580448,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912503,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327167,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:31:00Z,1,GSM8327167,Serum exosome,SRP513748,Serum exosome
SRR29398682,miRNA-Seq,15,114232238,PRJNA1123680,SAMN41818444,108580576,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912502,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327166,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327166,Serum exosome,SRP513748,Serum exosome
SRR29398683,miRNA-Seq,14,63180902,PRJNA1123680,SAMN41818445,60866049,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912501,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327165,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327165,Serum exosome,SRP513748,Serum exosome
SRR29398684,miRNA-Seq,16,340804107,PRJNA1123680,SAMN41818446,309111885,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD (Rasagiline Treatment),SRX24912500,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327164,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327164,Serum exosome,SRP513748,Serum exosome
SRR29398685,miRNA-Seq,13,209253362,PRJNA1123680,SAMN41818447,194602374,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912499,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327163,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327163,Serum exosome,SRP513748,Serum exosome
SRR29398686,miRNA-Seq,11,152073245,PRJNA1123680,SAMN41818448,147540051,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912498,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327162,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327162,Serum exosome,SRP513748,Serum exosome
SRR29398687,miRNA-Seq,13,77333469,PRJNA1123680,SAMN41818449,72779985,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912497,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327161,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327161,Serum exosome,SRP513748,Serum exosome
SRR29398688,miRNA-Seq,13,98760602,PRJNA1123680,SAMN41818450,94550430,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912496,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327160,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327160,Serum exosome,SRP513748,Serum exosome
SRR29398689,miRNA-Seq,14,66733851,PRJNA1123680,SAMN41818451,63997687,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912495,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327159,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327159,Serum exosome,SRP513748,Serum exosome
SRR29398690,miRNA-Seq,12,19371401,PRJNA1123680,SAMN41818452,19104893,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912494,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327158,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327158,Serum exosome,SRP513748,Serum exosome
SRR29398691,miRNA-Seq,23,395510086,PRJNA1123680,SAMN41818453,254849501,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD (Rasagiline Treatment),SRX24912493,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327157,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327157,Serum exosome,SRP513748,Serum exosome
SRR29398692,miRNA-Seq,13,8753293,PRJNA1123680,SAMN41818454,8407918,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912492,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327156,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327156,Serum exosome,SRP513748,Serum exosome
SRR29398693,miRNA-Seq,14,152250115,PRJNA1123680,SAMN41818455,141230496,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912491,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327155,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:30:00Z,1,GSM8327155,Serum exosome,SRP513748,Serum exosome
SRR29398694,miRNA-Seq,14,47900080,PRJNA1123680,SAMN41818456,45709967,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912490,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327154,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-08-09T00:00:00Z,2024-06-13T14:29:00Z,1,GSM8327154,Serum exosome,SRP513748,Serum exosome
