Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR29398044,miRNA-Seq,12,171718593,PRJNA1123679,SAMN41818127,166504160,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911741,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326771,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:49:00Z,1,GSM8326771,Serum exosome,SRP513741,Serum exosome
SRR29398059,miRNA-Seq,12,75184308,PRJNA1123682,SAMN41818145,72106223,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911932,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326934,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:58:00Z,1,GSM8326934,Serum exosome,SRP513743,Serum exosome
SRR29398060,miRNA-Seq,11,51734163,PRJNA1123682,SAMN41818146,50971361,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",PD,SRX24911931,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326933,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:58:00Z,1,GSM8326933,Serum exosome,SRP513743,Serum exosome
SRR29398061,miRNA-Seq,11,58398249,PRJNA1123682,SAMN41818147,57536125,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911930,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326932,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:58:00Z,1,GSM8326932,Serum exosome,SRP513743,Serum exosome
SRR29398062,miRNA-Seq,11,62657258,PRJNA1123682,SAMN41818148,61812547,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911929,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326931,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:58:00Z,1,GSM8326931,Serum exosome,SRP513743,Serum exosome
SRR29398063,miRNA-Seq,11,50700664,PRJNA1123682,SAMN41818149,48660689,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911928,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326930,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326930,Serum exosome,SRP513743,Serum exosome
SRR29398064,miRNA-Seq,12,69736505,PRJNA1123682,SAMN41818150,66821436,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD,SRX24911927,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326929,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:58:00Z,1,GSM8326929,Serum exosome,SRP513743,Serum exosome
SRR29398065,miRNA-Seq,14,118673727,PRJNA1123682,SAMN41818151,108397173,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911926,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326928,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326928,Serum exosome,SRP513743,Serum exosome
SRR29398066,miRNA-Seq,13,167728066,PRJNA1123682,SAMN41818152,153374940,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911925,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326927,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326927,Serum exosome,SRP513743,Serum exosome
SRR29398067,miRNA-Seq,15,403910209,PRJNA1123682,SAMN41818153,353541241,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911924,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326926,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326926,Serum exosome,SRP513743,Serum exosome
SRR29398068,miRNA-Seq,13,177705288,PRJNA1123682,SAMN41818154,161283474,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911923,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326925,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326925,Serum exosome,SRP513743,Serum exosome
SRR29398069,miRNA-Seq,13,189514929,PRJNA1123682,SAMN41818155,173098487,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911922,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326924,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326924,Serum exosome,SRP513743,Serum exosome
SRR29398070,miRNA-Seq,12,95138404,PRJNA1123682,SAMN41818156,91134331,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911921,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326923,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326923,Serum exosome,SRP513743,Serum exosome
SRR29398071,miRNA-Seq,11,134398664,PRJNA1123682,SAMN41818157,124972658,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911920,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326922,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326922,Serum exosome,SRP513743,Serum exosome
SRR29398072,miRNA-Seq,12,140276239,PRJNA1123682,SAMN41818158,130477296,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911919,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326921,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326921,Serum exosome,SRP513743,Serum exosome
SRR29398073,miRNA-Seq,12,196003564,PRJNA1123682,SAMN41818159,181553832,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911918,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326920,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326920,Serum exosome,SRP513743,Serum exosome
SRR29398074,miRNA-Seq,12,187387948,PRJNA1123682,SAMN41818160,168392356,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911917,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326919,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326919,Serum exosome,SRP513743,Serum exosome
SRR29398075,miRNA-Seq,13,184771381,PRJNA1123682,SAMN41818161,168558919,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911916,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326918,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326918,Serum exosome,SRP513743,Serum exosome
SRR29398076,miRNA-Seq,12,183851496,PRJNA1123682,SAMN41818162,167441760,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911915,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326917,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:00:00Z,1,GSM8326917,Serum exosome,SRP513743,Serum exosome
SRR29398077,miRNA-Seq,12,161621514,PRJNA1123682,SAMN41818163,145778600,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911914,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326916,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326916,Serum exosome,SRP513743,Serum exosome
SRR29398078,miRNA-Seq,11,130865559,PRJNA1123682,SAMN41818164,122917834,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911913,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326915,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326915,Serum exosome,SRP513743,Serum exosome
SRR29398079,miRNA-Seq,12,138399392,PRJNA1123682,SAMN41818165,126880989,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911912,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326914,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326914,Serum exosome,SRP513743,Serum exosome
SRR29398080,miRNA-Seq,11,54537667,PRJNA1123682,SAMN41818166,52514246,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911911,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326913,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:58:00Z,1,GSM8326913,Serum exosome,SRP513743,Serum exosome
SRR29398081,miRNA-Seq,12,108530925,PRJNA1123682,SAMN41818167,102624815,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911910,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326912,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326912,Serum exosome,SRP513743,Serum exosome
SRR29398082,miRNA-Seq,13,223336554,PRJNA1123682,SAMN41818168,201384931,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD,SRX24911909,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326911,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326911,Serum exosome,SRP513743,Serum exosome
SRR29398083,miRNA-Seq,11,226643678,PRJNA1123682,SAMN41818169,207976050,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911908,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326910,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326910,Serum exosome,SRP513743,Serum exosome
SRR29398084,miRNA-Seq,12,140075023,PRJNA1123682,SAMN41818170,128370257,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD,SRX24911907,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326909,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326909,Serum exosome,SRP513743,Serum exosome
SRR29398085,miRNA-Seq,12,187973887,PRJNA1123682,SAMN41818171,171444709,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911906,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326908,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326908,Serum exosome,SRP513743,Serum exosome
SRR29398086,miRNA-Seq,13,215047515,PRJNA1123682,SAMN41818172,193054264,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911905,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326907,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:00:00Z,1,GSM8326907,Serum exosome,SRP513743,Serum exosome
SRR29398087,miRNA-Seq,12,143417450,PRJNA1123682,SAMN41818173,131289032,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD,SRX24911904,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326906,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326906,Serum exosome,SRP513743,Serum exosome
SRR29398088,miRNA-Seq,12,154771642,PRJNA1123682,SAMN41818174,142988434,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",PD,SRX24911903,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326905,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326905,Serum exosome,SRP513743,Serum exosome
SRR29398089,miRNA-Seq,11,92827302,PRJNA1123682,SAMN41818175,89214826,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD,SRX24911902,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326904,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326904,Serum exosome,SRP513743,Serum exosome
SRR29398090,miRNA-Seq,12,92820461,PRJNA1123682,SAMN41818176,87294833,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",PD,SRX24911901,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326903,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326903,Serum exosome,SRP513743,Serum exosome
SRR29398091,miRNA-Seq,16,347730259,PRJNA1123682,SAMN41818177,302049580,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Control,SRX24911900,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326902,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:00:00Z,1,GSM8326902,Serum exosome,SRP513743,Serum exosome
SRR29398092,miRNA-Seq,11,282705873,PRJNA1123682,SAMN41818178,265177325,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Control,SRX24911899,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326901,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326901,Serum exosome,SRP513743,Serum exosome
SRR29398093,miRNA-Seq,11,349610779,PRJNA1123682,SAMN41818179,333320444,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911898,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326900,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:01:00Z,1,GSM8326900,Serum exosome,SRP513743,Serum exosome
SRR29398094,miRNA-Seq,12,183521717,PRJNA1123682,SAMN41818180,164060283,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911897,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326899,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326899,Serum exosome,SRP513743,Serum exosome
SRR29398095,miRNA-Seq,11,138133590,PRJNA1123682,SAMN41818181,128341606,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911896,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326898,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326898,Serum exosome,SRP513743,Serum exosome
SRR29398096,miRNA-Seq,11,260972755,PRJNA1123682,SAMN41818182,244585273,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Control,SRX24911895,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326897,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:00:00Z,1,GSM8326897,Serum exosome,SRP513743,Serum exosome
SRR29398097,miRNA-Seq,11,121204662,PRJNA1123682,SAMN41818183,116018640,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Control,SRX24911894,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326896,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326896,Serum exosome,SRP513743,Serum exosome
SRR29398098,miRNA-Seq,11,161826591,PRJNA1123682,SAMN41818184,149478268,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Control,SRX24911893,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326895,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326895,Serum exosome,SRP513743,Serum exosome
SRR29398099,miRNA-Seq,11,61157711,PRJNA1123682,SAMN41818185,59199451,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Control,SRX24911892,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326894,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326894,Serum exosome,SRP513743,Serum exosome
SRR29398100,miRNA-Seq,11,89678894,PRJNA1123682,SAMN41818186,85399044,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911891,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326893,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326893,Serum exosome,SRP513743,Serum exosome
SRR29398101,miRNA-Seq,11,214766650,PRJNA1123682,SAMN41818187,200509042,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Control,SRX24911890,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326892,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:00:00Z,1,GSM8326892,Serum exosome,SRP513743,Serum exosome
SRR29398102,miRNA-Seq,12,89204631,PRJNA1123682,SAMN41818188,85508904,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Control,SRX24911889,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326891,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T13:59:00Z,1,GSM8326891,Serum exosome,SRP513743,Serum exosome
